loan_amount,person_income,credit_score,debt_to_income_ratio,employment_length,previous_defaults,default
20378,70771,672,0.38,7,0,0
104937,47267,571,0.5885,10,0,1
7949,13544,550,0.3041,7,0,0
17460,15713,698,0.5405,2,0,0
7520,13220,632,0.0243,3,0,0
6297,35816,675,0.22,5,0,0
153692,112860,671,0.5885,2,0,1
15740,64357,626,0.4222,6,0,0
59715,33356,671,0.1949,4,0,0
4051,16761,602,0.4986,6,0,0
4719,24048,641,0.2392,4,0,0
3603,11372,631,0.2316,2,0,0
7513,37939,655,0.2727,8,0,0
1202,10000,563,0.4507,10,0,0
717,10000,675,0.3549,7,0,0
9334,34233,663,0.1576,3,0,0
2649,10324,641,0.3531,6,0,0
5596,10000,655,0.2482,1,0,0
3368,22821,673,0.1376,3,0,0
55860,30475,684,0.567,10,0,1
23318,59733,689,0.1557,5,0,0
1173,12959,659,0.0578,4,0,0
1235,10000,646,0.5129,6,0,0
7344,10000,612,0.329,5,0,1
677,15384,563,0.1185,14,0,0
20655,21430,601,0.0651,12,0,0
7219,10000,701,0.5197,12,0,0
2580,10000,556,0.1664,7,0,0
3262,10000,499,0.6611,5,0,1
1156,10708,590,0.3515,6,0,0
7439,31002,625,0.3732,6,0,0
4423,51375,678,0.1034,3,0,0
1257,20752,610,0.3885,1,0,0
2802,15644,626,0.0844,4,0,0
4780,10000,626,0.1232,4,0,0
14260,10000,536,0.3469,2,0,0
1956,10000,675,0.0519,6,0,0
16761,27849,635,0.2348,4,0,0
21014,47816,704,0.2434,4,0,0
7003,12683,676,0.3877,5,0,0
5382,10000,555,0.3384,1,0,0
9340,35816,602,0.4549,4,0,1
631,23346,595,0.3968,8,0,0
33254,21810,643,0.3903,6,0,0
12115,24372,630,0.0484,4,0,0
2247,10000,542,0.4998,9,0,0
7139,27991,554,0.3458,3,0,0
538,10000,595,0.1534,5,0,0
2395,17920,621,0.4508,6,0,0
1194,10000,627,0.1217,1,0,0
2624,49755,698,0.0734,2,0,0
1675,17555,657,0.1312,3,0,0
3427,11343,688,0.3508,11,0,0
165113,27103,694,0.0398,0,0,1
14222,23161,589,0.1321,5,0,0
10188,27183,633,0.229,9,0,0
2393,10000,592,0.2441,5,0,0
6349,26374,592,0.1137,6,0,0
874,10000,620,0.191,2,0,0
15574,10000,638,0.4442,1,0,1
3195,13660,547,0.0914,2,0,0
29124,39190,621,0.6628,1,0,0
1180,10000,631,0.4618,6,0,0
2526,12786,587,0.4668,6,0,1
6635,21447,629,0.2341,6,0,0
6911,10000,620,0.1987,7,0,0
4467,10000,632,0.1396,2,0,0
7944,19126,546,0.5887,6,0,0
14539,33398,599,0.0893,2,0,0
27800,44905,647,0.341,5,0,0
7731,18707,611,0.607,6,0,0
1537,13278,575,0.5251,3,0,0
1683,10000,572,0.2368,4,0,0
3435,10000,658,0.2507,8,0,0
10569,31212,630,0.3665,1,1,0
125661,130184,621,0.2058,7,0,0
3583,23636,606,0.3155,5,0,0
13578,41290,667,0.3534,7,0,0
358,10000,512,0.1047,5,0,0
152832,10000,628,0.5344,2,0,1
2346,16310,597,0.292,2,0,0
20145,35877,635,0.224,15,0,0
25547,49442,591,0.5793,5,0,0
1262,10000,679,0.2887,11,0,0
14344,10000,573,0.2013,5,0,0
6315,28477,666,0.384,4,0,0
22427,33550,667,0.439,6,0,0
4515,13562,626,0.1539,4,0,1
1454,10000,500,0.6632,3,0,1
3809,14280,581,0.5632,2,0,0
89993,65230,676,0.3031,4,0,0
8665,31718,643,0.3438,7,0,0
3533,19259,545,0.8385,0,0,1
1857,30486,599,0.0796,7,0,0
47456,10000,609,0.654,1,0,1
12949,17457,643,0.7236,2,1,0
4858,10000,598,0.3519,4,0,1
10574,30848,639,0.4344,4,0,0
10438,29393,579,0.1558,2,0,0
9011,10000,620,0.4186,9,0,0
10241,10000,625,0.1098,5,0,0
10631,21703,661,0.267,2,0,0
2078,10000,591,0.2995,4,0,0
3380,10000,593,0.2848,6,0,0
853,20091,626,0.2397,1,0,0
2203,19695,647,0.3261,5,0,0
900,10000,603,0.5431,4,0,0
3192,14772,609,0.5457,4,0,0
4711,13367,569,0.1554,3,0,0
7290,10000,606,0.2688,4,0,0
4257,13076,586,0.3198,0,0,0
1987,11255,574,0.6506,0,0,0
11604,10000,640,0.4089,4,0,0
70803,13832,617,0.1761,3,0,1
8505,10000,564,0.1937,8,0,0
18761,21742,664,0.6186,3,0,0
50533,46852,688,0.615,10,0,0
8538,17396,638,0.2305,5,0,0
19660,30477,574,0.4477,2,0,0
2303,10000,541,0.3977,2,0,0
32667,30693,613,0.4115,6,0,0
53966,37306,633,0.323,6,0,0
7808,12722,532,0.1227,5,0,0
4960,13527,603,0.3398,3,0,0
4299,14464,659,0.4748,1,0,0
23264,12980,662,0.5163,2,1,1
2804,10000,610,0.2885,2,0,0
9216,19630,582,0.2242,4,0,0
29584,24486,614,0.3796,3,0,0
20481,23159,672,0.1283,11,0,0
3843,22439,617,0.4216,4,0,0
1828,20133,581,0.2484,2,0,0
10537,10000,591,0.1125,3,1,0
16882,64414,643,0.1828,0,0,0
7609,10000,583,0.4211,1,0,0
125973,17026,681,0.2855,5,0,1
18326,63971,725,0.2245,4,0,0
8176,11575,624,0.2953,6,0,0
27697,54386,689,0.3132,4,0,0
7849,10000,561,0.5017,10,0,0
7361,17529,534,0.1558,4,0,0
5407,28438,553,0.6295,5,0,1
5529,10000,589,0.4412,3,1,0
2022,12955,629,0.6415,8,0,0
10808,16854,606,0.1744,2,0,0
2742,10000,541,0.2138,4,0,0
6481,16096,635,0.3653,8,1,0
1937,10000,498,0.3835,2,0,0
1096,10000,563,0.223,2,0,0
526,10000,675,0.257,2,0,0
6716,15199,631,0.2777,5,0,0
1158253,41174,598,0.4218,4,2,1
2732,11875,557,0.5467,6,0,0
860,10000,617,0.5639,8,0,0
3127,10000,639,0.297,6,0,0
3200,10000,614,0.1192,2,0,0
1694,10000,512,0.2259,2,1,0
6157,11587,652,0.4497,4,0,0
2765,10000,651,0.1431,0,1,1
6160,25998,716,0.4267,6,0,0
23732,28896,597,0.3978,13,0,0
2977,10000,652,0.2735,7,0,0
4324,10000,661,0.5254,3,0,0
9167,21916,565,0.2661,5,0,0
6860,24452,576,0.1049,5,0,0
1131,10000,573,0.4533,4,0,0
3456,10000,614,0.5285,3,0,0
2764,10000,734,0.1549,6,0,0
5557,11300,620,0.4401,2,0,0
7994,32252,673,0.2532,15,0,0
15090,15092,693,0.242,4,0,0
12555,20401,603,0.4922,8,0,0
6069,10000,540,0.3946,3,0,0
34339,52338,596,0.4071,2,0,0
4915,14121,592,0.469,6,0,0
10060,24624,599,0.1033,6,0,0
2856,17812,696,0.2353,4,0,0
2892,22105,709,0.106,6,0,0
3562,37371,587,0.1785,5,0,0
633,10000,564,0.3977,5,0,0
2478,16263,610,0.5335,1,0,0
24774,101507,633,0.0193,6,0,0
1515,21145,561,0.3439,5,0,0
12187,26148,581,0.3874,7,0,0
4327,10000,526,0.6363,3,0,0
4816,10000,619,0.3563,7,0,0
12656,10000,617,0.2234,2,0,0
1814,28169,640,0.205,1,0,0
35487,12482,682,0.3164,3,0,1
6705,28604,607,0.3758,3,0,0
72528,18822,650,0.2789,2,0,1
1434,10499,540,0.4221,8,0,0
1928,10000,585,0.3227,7,0,0
132230,12679,593,0.5238,5,0,1
14954,15438,610,0.381,2,0,0
12875,14103,537,0.345,2,0,0
43278,97539,719,0.4026,4,0,0
6920,18209,634,0.2546,4,0,0
575,10000,584,0.181,6,0,0
4030,15326,612,0.1044,5,0,0
4554,39522,520,0.4757,4,0,0
5768,10000,583,0.0655,2,0,0
14414,59248,726,0.1396,5,0,0
7132,13004,651,0.0909,2,0,0
4048,10000,631,0.0098,3,0,0
2112,18262,650,0.2113,3,0,0
15553,12900,670,0.3615,7,0,0
26474,51213,595,0.3975,2,0,0
3311,10000,630,0.385,2,0,0
23182,15917,541,0.4239,4,0,0
4683,10000,657,0.4083,6,0,0
793,10000,687,0.1972,7,0,0
6467,10000,557,0.4909,11,0,0
1964,10000,594,0.4609,2,0,0
2033,17794,648,0.0998,4,0,0
5377,15539,716,0.1977,3,0,0
7071,24880,700,0.3689,7,0,0
2755,10000,491,0.5218,13,0,0
66491,243904,661,0.2235,2,2,1
1163,10000,594,0.1231,11,1,0
8571,10000,601,0.3695,3,0,0
12556,18479,642,0.1798,1,0,0
2796,10000,589,0.2444,6,0,0
4804,10000,545,0.4378,3,0,0
2573,10000,556,0.503,2,0,0
72839,21862,549,0.0502,5,0,1
11859,22993,690,0.4991,3,0,0
3287,31371,590,0.12,1,0,0
3901,10000,623,0.3932,4,0,0
17470,10000,524,0.1075,4,0,0
1747,10000,516,0.2629,2,2,1
3287,10000,594,0.474,2,0,0
1780,15337,639,0.2493,5,0,0
5880,10000,615,0.6732,1,0,0
38818,73096,759,0.3946,2,0,0
40186,22698,653,0.3493,1,0,0
5774,21731,653,0.3108,4,0,0
16573,10000,628,0.0416,3,0,0
9020,65719,691,0.545,8,0,0
7349,20978,640,0.4424,6,0,0
5077,29457,658,0.0732,5,0,0
3347,10000,650,0.0683,2,0,0
1701,11724,603,0.3341,4,0,0
31151,27202,664,0.2006,3,0,0
9174,19580,631,0.2959,6,0,0
76723,10000,607,0.3753,8,2,1
21467,18286,675,0.4499,4,0,0
6366,10000,553,0.2368,4,0,0
15426,21414,641,0.5179,5,0,0
17355,35893,568,0.1075,5,0,0
5279,37876,638,0.1947,10,0,0
1164,15504,622,0.5458,2,0,0
14378,40288,636,0.3015,2,0,0
3263,10000,685,0.4188,13,0,0
71405,92586,706,0.1239,2,0,0
1561,26985,702,0.5659,5,0,0
715,10000,628,0.2765,5,0,0
1844,10000,544,0.2986,7,0,0
15999,36410,613,0.2852,4,0,0
7384,10000,624,0.362,4,0,1
7972,10000,659,0.1223,1,0,0
8347,34595,684,0.381,5,0,0
5016,41834,623,0.3166,0,0,0
890,13528,573,0.2347,4,0,0
2879,10000,706,0.5011,6,0,0
1294,10000,532,0.3868,3,0,0
54147,70997,664,0.3023,5,0,0
76159,128205,597,0.2658,3,0,0
658,10000,482,0.1881,3,0,0
11418,10000,468,0.2702,5,0,1
4012,10000,553,0.5746,2,0,0
2420,10000,594,0.3552,5,0,1
27590,18634,604,0.427,5,0,1
5084,23159,638,0.2408,5,0,0
997,10000,634,0.3413,8,0,0
560423,15206,537,0.2172,11,0,1
4017,10000,546,0.0047,2,0,1
1774,10000,583,0.5869,2,0,1
36648,10000,608,0.2104,5,0,1
8184,15017,654,0.6446,9,0,0
43063,134454,638,0.307,5,0,0
1368,10000,573,0.1391,4,0,0
833,10000,602,0.1628,3,0,0
1909,19478,656,0.291,2,0,0
2323,10000,600,0.6598,9,0,0
9007,10000,617,0.5885,5,0,1
91667,19844,719,0.2377,6,0,1
92928,179826,679,0.288,5,0,0
773202,17552,631,0.1952,2,0,1
16454,56683,682,0.3157,1,0,0
1618,10000,493,0.229,4,2,1
3090,10000,584,0.258,3,2,1
44306,55688,637,0.2289,3,0,0
81750,63467,638,0.2973,3,0,0
52052,104854,648,0.2781,3,0,0
4329,15482,533,0.4818,5,0,0
1381,15013,552,0.183,2,1,1
1825,10000,703,0.3814,6,0,0
1927,10000,587,0.427,4,0,1
8596,34656,551,0.1995,3,0,0
1270,10000,526,0.2983,0,0,0
5017,10000,568,0.432,1,0,1
2060,10000,535,0.4048,3,0,0
7004,10000,524,0.2726,3,0,0
6063,10000,562,0.4538,2,0,0
2573,10000,662,0.5066,6,0,0
1034,10217,571,0.2963,4,0,0
5503,23949,605,0.2747,8,2,0
1877,10000,584,0.068,5,0,0
13045,10000,590,0.4006,3,0,0
5539,10000,599,0.5132,3,0,0
2359,10992,704,0.1561,6,0,0
14760,10000,633,0.3195,5,0,0
5318,17001,610,0.5655,2,0,0
1804,11466,591,0.2349,2,0,0
1563,10000,562,0.5763,1,0,1
4230,10000,593,0.2069,3,0,0
18602,23094,606,0.6489,8,0,1
4358,10000,613,0.378,5,0,0
284,10000,535,0.4476,5,1,0
6036,30595,591,0.2551,4,0,0
44786,40283,591,0.1408,1,0,0
4341,14178,647,0.2239,4,0,0
7205,10000,568,0.3135,1,0,0
2298,10000,587,0.1813,2,0,0
10482,19877,576,0.6117,4,0,0
44212,136046,743,0.3391,5,0,0
1958,11229,626,0.273,3,0,0
22054,57940,700,0.4042,12,0,0
29421,14353,627,0.3403,2,0,0
4259,11619,493,0.6265,6,1,1
10246,19097,654,0.144,11,0,0
9680,17580,513,0.2309,1,0,0
3218,11956,530,0.4734,3,0,0
61423,10000,679,0.1612,11,0,1
18600,10508,618,0.3178,5,0,0
595,10000,566,0.6879,5,0,0
2258,21757,580,0.296,5,0,0
50193,40930,751,0.1711,4,0,0
993,10000,605,0.5169,4,0,0
5370,46551,719,0.4124,3,0,0
23740,15617,606,0.5833,5,0,1
12415,15669,577,0.1135,3,0,0
7035,24914,705,0.2659,5,0,1
1858,11463,562,0.1503,6,0,0
17613,30395,568,0.2978,3,0,0
11866,10967,547,0.3945,5,0,0
7559,72673,600,0.2628,2,0,0
15144,13829,578,0.3401,4,0,0
13641,66397,600,0.3166,9,2,0
580,10000,466,0.0484,7,0,0
14779,64451,644,0.2757,3,1,0
148195,89400,583,0.5495,5,0,1
29291,26557,678,0.1869,7,0,0
6061,16636,644,0.4573,4,0,0
2765,10000,641,0.3186,4,0,0
3406,10000,606,0.1417,4,0,0
94448,12151,616,0.3755,2,0,1
6871,19067,577,0.5447,5,0,0
971,10000,637,0.0979,1,0,0
86744,88660,615,0.3164,6,0,0
744,10071,575,0.3712,8,0,0
4626,11609,613,0.565,5,0,1
175969,12075,606,0.1697,3,0,1
1518,14941,586,0.1981,3,0,0
5172,10000,596,0.0911,6,0,0
7147,10000,539,0.4068,5,0,1
28526,18714,582,0.0803,12,0,0
9825,10000,528,0.2962,8,0,0
3166,10000,656,0.487,5,0,0
1428,10000,580,0.2617,2,0,0
6521,10000,603,0.3769,5,0,0
56487,55549,562,0.521,3,0,0
1690,10000,596,0.1133,5,0,0
3672,19487,578,0.0791,10,0,0
14260,57802,681,0.4683,1,0,0
12692,80717,691,0.3753,5,0,0
185449,16928,589,0.5887,10,0,1
43360,59266,616,0.4271,4,0,0
6591,42245,638,0.4377,5,0,0
214813,45610,673,0.5164,3,0,1
204158,10000,492,0.3045,4,0,1
1825,10000,620,0.3598,7,0,0
18859,10000,710,0.2025,4,0,0
5478,39198,569,0.449,13,0,0
8582,19704,575,0.5005,1,0,0
7769,10748,696,0.0701,2,0,0
2546,14225,576,0.4542,1,0,1
7392,10179,628,0.0852,2,0,0
4117,13804,536,0.3717,6,0,0
110879,110536,670,0.5553,2,0,0
6014,18078,553,0.1763,15,0,0
4316,10000,629,0.2077,5,0,0
502,10000,584,0.4942,3,0,0
11436,16723,548,0.1674,10,0,0
25032,10000,583,0.3273,0,0,0
9486,10000,636,0.095,3,0,0
1635,19828,617,0.2392,5,0,0
14685,46859,619,0.3493,6,0,0
25601,34564,708,0.4025,10,0,0
6912,20543,615,0.2441,2,0,0
2335,29975,563,0.1566,5,0,0
5029,24759,645,0.4149,5,0,0
5868,10000,689,0.2471,5,0,0
10231,10000,621,0.4232,8,0,0
1610,10000,594,0.574,7,0,0
6061,10000,652,0.7124,2,0,0
2311,14800,672,0.4638,3,0,0
5906,10000,552,0.2244,5,0,0
10037,10000,593,0.4217,5,0,0
2067,10419,568,0.2012,6,0,0
7183,28170,631,0.3701,5,0,0
1424,10605,514,0.4359,1,0,0
29423,50505,685,0.1788,10,0,0
7428,18413,618,0.452,5,0,1
2703,10000,623,0.5924,2,0,0
996,10000,602,0.3362,2,0,0
5221,21214,668,0.4736,7,0,0
5769,10000,621,0.1741,11,0,0
3475,10000,607,0.1214,7,0,0
16528,72421,623,0.2613,3,0,0
2605,10000,609,0.1106,4,0,0
3251,16491,607,0.3932,2,0,0
1630,10000,562,0.2673,1,0,0
4517,17042,609,0.6238,3,0,0
8072,10000,558,0.2299,2,0,0
33969,32440,674,0.1432,2,0,0
3479,40236,604,0.449,10,0,0
8087,10000,626,0.0948,1,0,0
5082,10000,655,0.2046,4,0,0
14105,10000,606,0.3447,5,0,0
78261,36729,644,0.6668,4,0,0
7534,14467,632,0.3075,6,0,0
5346,10000,603,0.4058,4,0,0
6389,15784,650,0.2326,4,0,0
10029,71528,561,0.1592,13,0,0
4674,10000,623,0.3348,4,0,0
3114,10000,622,0.0529,7,0,0
24719,20616,652,0.2627,7,0,0
1564,10000,605,0.107,5,0,0
14920,12653,625,0.3156,3,0,1
3165,10000,593,0.0809,9,0,0
668,11528,620,0.0622,4,0,0
16185,35318,726,0.2938,3,0,0
4486,14357,597,0.6325,4,0,0
2960,10000,581,0.2065,5,0,0
9477,21633,609,0.2365,2,0,0
7293,10000,521,0.6432,3,0,1
34456,41525,735,0.1101,5,0,0
8943,42789,704,0.0484,3,0,0
29458,53898,644,0.458,1,0,0
5309,32385,602,0.5593,7,0,0
15911,16180,641,0.3935,3,0,1
40298,35392,609,0.3631,2,0,0
5084,15724,636,0.2645,1,0,0
1012,10161,679,0.1597,5,0,0
23019,25623,652,0.5028,2,0,0
657,10000,650,0.162,5,0,0
7889,10000,611,0.2679,4,0,0
17363,62758,623,0.6028,4,0,0
2235,10000,680,0.3953,2,0,0
1843,24796,536,0.1391,2,0,0
29545,22392,673,0.1904,6,0,0
2395,10000,696,0.2917,3,0,0
54194,43414,617,0.436,4,0,0
5191,10000,675,0.0648,6,0,1
24566,10000,585,0.2246,2,0,1
4168,14580,697,0.3242,4,0,0
16515,10000,558,0.0747,3,0,0
198182,139063,724,0.1291,4,2,1
2969,44232,668,0.2297,5,0,0
1511,14704,602,0.3903,9,0,0
2190,10000,618,0.3226,4,0,0
2283,20460,563,0.6287,5,0,0
3667,11406,590,0.2779,2,2,1
1757,10000,619,0.1449,7,0,0
5474,10000,539,0.3225,2,0,0
23807,70232,619,0.5564,4,0,0
2919,14756,630,0.1325,3,0,0
3913,13850,643,0.1585,3,0,0
5003,17992,612,0.1702,4,0,0
1883,10000,602,0.3726,7,0,0
19851,10000,569,0.1735,5,0,1
27471,39380,637,0.5377,5,0,0
13297,31871,591,0.3655,4,0,0
53912,45357,583,0.1047,6,0,0
706,10000,597,0.1746,4,0,0
10317,10000,557,0.0974,4,0,0
26764,33748,728,0.3248,2,0,0
902,10000,620,0.5523,3,0,0
11599,14594,606,0.1769,2,0,0
7722,16320,543,0.2898,2,0,0
3906,10000,687,0.1224,7,0,0
1599,10000,606,0.2659,2,0,0
5661,10000,531,0.1647,5,2,1
2904,10000,666,0.2616,0,0,0
13078,15911,705,0.4354,3,0,0
31342,25796,696,0.3367,1,0,0
21034,10000,562,0.4938,2,0,1
118168,11340,523,0.082,4,0,1
677,10000,528,0.3449,4,0,0
2519,10000,612,0.1523,5,0,0
12182,13202,578,0.4786,3,0,0
5719,12134,656,0.1437,4,0,0
4341,10000,663,0.1898,4,1,0
12906,50005,716,0.4206,5,0,0
19467,12625,588,0.3302,2,0,0
73671,26219,698,0.5499,6,0,0
6305,57203,693,0.243,0,0,0
1618,10000,577,0.1056,8,0,0
3307,31253,721,0.3951,3,0,0
980,10000,605,0.3695,3,0,0
8269,16608,564,0.3647,5,0,1
348,10000,575,0.0825,5,0,0
4983,10103,582,0.431,7,0,0
2563,13611,622,0.1954,2,1,0
3629,15259,599,0.1686,5,0,0
20530,76834,680,0.4005,5,0,0
2776,27617,625,0.033,4,0,0
1021,10000,603,0.3992,1,0,0
12357,10000,624,0.2043,4,0,0
1341,10000,679,0.3786,2,0,0
6765,13721,618,0.3304,5,0,0
6714,32294,629,0.246,2,0,0
10309,10000,638,0.7854,4,0,0
1231,14966,639,0.6499,6,0,0
171461,51128,670,0.4589,5,0,1
1793,15500,583,0.0374,2,0,0
28835,62939,597,0.2584,1,0,0
1904,12341,604,0.1855,4,0,0
2872,63852,691,0.4558,3,0,0
19906,83877,627,0.1336,4,0,0
2660,10000,597,0.1918,5,0,0
15046,22081,749,0.2503,3,0,0
1537,10000,662,0.1984,3,0,0
477,10000,563,0.3053,6,0,0
60120,46101,573,0.3583,8,0,0
11353,45612,677,0.2532,6,0,0
877,10000,529,0.1224,2,0,0
2825,10000,605,0.146,3,0,0
6516,15559,615,0.585,4,0,0
25682,45244,560,0.5008,2,0,0
7992,22481,586,0.1235,4,0,0
81184,56238,578,0.2428,1,0,0
4245,31787,643,0.4151,2,0,0
1405,10000,574,0.5497,1,0,0
5296,10000,588,0.2915,5,0,0
4939,27040,631,0.1384,5,0,0
23086,38018,660,0.3721,3,0,0
12646,19050,603,0.2727,2,0,0
11157,12096,566,0.3757,4,0,0
1895,10000,663,0.3746,5,0,0
14755,17731,648,0.1374,5,0,0
120,10000,543,0.1308,4,0,0
3382,10000,589,0.3668,5,0,0
2800,43608,603,0.5034,4,0,0
2330,10000,622,0.5664,3,0,1
21349,16714,609,0.1507,3,0,0
833,10000,681,0.4157,5,0,0
9261,44778,650,0.3681,6,0,0
37448,57030,632,0.4641,3,0,0
7114,10000,617,0.1776,4,0,0
5488,13256,594,0.1958,3,0,0
14144,19070,632,0.5073,5,0,0
1553,10000,525,0.6193,5,0,0
91336,186066,530,0.1386,2,0,0
3954,10000,562,0.5832,0,0,0
4352,11770,554,0.3734,8,1,0
14641,108087,732,0.322,3,0,0
3674,24915,542,0.4128,5,0,0
2169,11605,656,0.2465,3,1,0
10386,55761,662,0.2956,3,0,0
51091,10000,603,0.0634,7,0,1
49090,112271,653,0.3204,0,0,0
18667,33711,667,0.2308,3,0,1
5379,16647,601,0.1589,7,0,0
5686,13139,576,0.5547,3,0,0
17621,27844,622,0.4548,3,0,1
2017,10000,714,0.6227,1,0,0
20371,46398,605,0.466,1,2,1
9385,14997,651,0.3529,6,0,0
7578,153020,650,0.3,1,0,0
2522,13634,667,0.3022,0,0,0
7935,30583,654,0.3773,2,0,0
5321,10000,631,0.209,17,0,0
6759,11033,603,0.1921,2,1,0
2114,10000,503,0.4844,3,0,1
2750,14533,583,0.1746,4,0,0
32527,43091,729,0.0715,5,0,0
5402,10000,593,0.3233,10,0,0
4426,10000,653,0.2021,2,0,0
593521,33399,605,0.1003,2,0,1
1238,10000,584,0.1346,5,0,0
1939,10000,535,0.3334,1,0,0
1969,10000,568,0.6822,7,0,0
2312,10000,658,0.4445,5,0,0
2734,10000,669,0.0917,4,0,0
3303,123746,665,0.2615,9,0,0
11127,10000,608,0.1745,6,0,0
8392,10000,633,0.445,4,0,0
2569,51426,638,0.6147,6,0,0
29076,42559,568,0.5594,5,0,1
32388,32448,715,0.29,7,1,0
2235,10000,570,0.4766,6,0,0
890,10000,564,0.2573,8,0,0
2424,10000,605,0.2629,5,0,0
7192,10000,619,0.2297,6,0,0
17229,30124,668,0.4253,8,0,0
18208,36695,552,0.2328,14,0,0
2739,10000,557,0.2952,3,0,0
1667,10000,624,0.2811,4,0,1
8479,50821,636,0.1546,3,0,0
24154,31741,600,0.3713,5,0,0
4091,10000,562,0.5785,1,0,0
39238,15683,684,0.1842,2,0,0
27651,10000,608,0.1684,5,0,0
668,30579,681,0.5434,8,0,0
9750,10000,516,0.5528,4,0,1
17778,46824,671,0.158,12,0,0
2331,19987,624,0.624,4,0,1
34033,14611,634,0.6836,5,0,0
5737,10736,652,0.2788,2,0,0
7558,10000,661,0.1248,2,0,0
6217,10000,638,0.6238,3,0,0
5381,13528,702,0.4064,6,1,0
12065,10588,628,0.113,6,1,0
17208,24579,612,0.354,2,0,0
52495,38468,589,0.3502,13,0,0
6335,10000,563,0.4444,6,0,0
596,10000,622,0.3281,4,0,0
2345,10000,672,0.6455,2,0,0
1449,10000,664,0.2445,2,0,0
2240,33610,664,0.2304,3,0,0
5460,10000,596,0.0795,3,0,0
931,10000,591,0.2123,3,0,0
10266,22529,590,0.4369,3,0,0
33806,10000,630,0.2862,3,0,0
8212,13260,591,0.4906,1,0,0
1104,10000,607,0.2353,6,0,0
1964,10000,638,0.2017,3,0,0
4914,20137,656,0.0429,6,0,0
17912,17998,689,0.5857,4,0,0
12562,19978,605,0.1731,13,0,0
2499,10000,608,0.5661,4,0,0
42320,45531,716,0.1892,3,0,0
6167,10000,541,0.1673,5,0,0
7987,36356,586,0.2782,2,0,0
11822,54809,676,0.1734,3,0,0
7364,10000,686,0.728,1,2,0
6379,15455,625,0.2597,4,0,0
4515,19011,627,0.1341,3,0,0
4991,33239,638,0.4679,9,0,0
1783,10243,521,0.1946,18,0,0
4769,21068,582,0.1322,5,0,1
549,10000,606,0.1834,5,0,0
594,10000,611,0.2167,5,0,0
2380,10000,575,0.2136,4,0,0
1523,10000,591,0.4914,14,0,0
41691,22700,614,0.5584,4,0,1
24962,10000,568,0.3865,5,3,1
17694,14432,597,0.4672,4,0,1
4533,27628,662,0.0758,8,0,0
1822,10000,588,0.4307,4,0,0
19984,10000,595,0.5559,2,0,1
4011,10000,585,0.1898,3,0,0
1784,10000,516,0.5056,6,0,1
1658,10000,568,0.0603,5,1,0
4495,17161,648,0.1843,1,0,0
3994,10000,578,0.2774,8,0,0
2977,17657,554,0.2688,6,0,0
3616,28473,551,0.2213,3,0,0
1943,10000,636,0.1258,0,0,0
956,10000,648,0.4296,5,0,0
13862,28263,635,0.2453,7,0,0
6034,21681,693,0.1944,3,0,0
8881,10000,675,0.5042,5,0,0
1225,12534,461,0.213,6,0,0
11733,10000,646,0.0433,6,0,0
3817,17796,661,0.1781,3,0,0
6845,27614,620,0.4397,3,0,0
9018,10000,586,0.4076,5,0,0
13380,25962,608,0.1358,5,1,0
1075,10000,606,0.3032,4,0,0
6099,34581,631,0.0828,2,0,0
14806,22354,599,0.5203,4,0,0
4341,18019,662,0.3298,10,0,0
13442,63856,594,0.2825,5,0,0
2924,10000,549,0.1318,3,0,0
1974,13798,597,0.5485,6,1,1
1083,10000,535,0.2617,5,0,0
15310,70650,617,0.4567,7,0,0
18170,40581,590,0.2529,6,0,0
16154,10000,509,0.3467,3,0,1
5515,11540,622,0.4891,4,0,0
2265,10000,699,0.0867,1,0,0
19239,16810,617,0.3307,3,0,0
5136,23234,708,0.1965,3,0,0
6501,10000,564,0.187,7,0,0
4174,10000,598,0.2074,3,0,0
1784,31373,671,0.1944,3,1,0
2826,10635,611,0.3237,3,0,0
60294,24748,641,0.1103,4,0,1
4791,10000,539,0.3511,3,0,0
1883,10000,641,0.4533,4,0,0
8932,10000,620,0.4926,6,0,0
4364,23476,663,0.1837,8,1,0
4539,11416,657,0.3743,11,0,0
1218,10000,541,0.1787,4,0,0
11513,87421,700,0.5057,4,0,0
65877,65280,628,0.0399,4,0,0
4747,10000,560,0.2055,13,0,0
7133,29097,653,0.1749,0,0,0
1938,10000,688,0.266,5,0,0
2202,10000,626,0.2491,4,0,0
2909,11591,622,0.1672,3,0,0
5010,24669,633,0.0373,3,0,0
382,10000,615,0.1946,3,0,0
1334,34438,589,0.1425,5,0,0
10592,31895,649,0.3007,4,0,0
14397,18632,638,0.4572,2,0,0
4037,21795,630,0.6127,11,0,0
814,10000,696,0.183,4,0,0
4561,10000,618,0.1442,7,0,0
11238,10000,676,0.2175,4,0,0
14349,45043,643,0.1782,7,0,0
24784,20249,668,0.155,2,0,0
5725,13894,627,0.3966,3,0,1
87382,11920,622,0.0933,5,0,1
18206,23400,569,0.1468,5,0,0
4467,10000,590,0.234,4,0,0
14245,18850,543,0.0613,8,0,0
22934,34633,676,0.0752,1,0,0
1185,10000,686,0.6537,2,0,0
6016,10000,568,0.2169,1,0,0
25656,30908,558,0.3228,3,0,0
6785,10000,598,0.0536,3,0,0
59655,136634,676,0.3763,5,0,0
538,10770,698,0.5211,2,0,0
3958,10000,561,0.3816,5,0,1
17378,12648,601,0.3734,5,0,1
1458,10000,687,0.1398,3,0,0
